AutoID,Naam,Omschrijving,Model status,Model actueel?,ObjectID,Objectnaam,Object actueel?
MDL-0490,OWRB-05091-LAN-DMO-W66-000002,R1N-HW-R1_Luchtbaltunnel VO,Vervallen,Nee,Obj-01378,Gesloten deel aansluiting van R1 naar E313 (MWQ1),Ja
MDL-0490,OWRB-05091-LAN-DMO-W66-000002,R1N-HW-R1_Luchtbaltunnel VO,Vervallen,Nee,Obj-03140,"Groenendaallaan (Hoofdkelder) (vervallen, opgesplitst in GDL-W en GDL-O)",Nee
MDL-0490,OWRB-05091-LAN-DMO-W66-000002,R1N-HW-R1_Luchtbaltunnel VO,Vervallen,Nee,Obj-05136,Hoofdkelder TKZO-N ---VERVALLEN---,Nee
MDL-0490,OWRB-05091-LAN-DMO-W66-000002,R1N-HW-R1_Luchtbaltunnel VO,Vervallen,Nee,Obj-05137,Hoofdkelder TLUC-O,Ja
MDL-0490,OWRB-05091-LAN-DMO-W66-000002,R1N-HW-R1_Luchtbaltunnel VO,Vervallen,Nee,Obj-05135,Hoofdkelder TLUC-W,Ja
MDL-0490,OWRB-05091-LAN-DMO-W66-000002,R1N-HW-R1_Luchtbaltunnel VO,Vervallen,Nee,Obj-05090,Luchtbaltunnel Midden,Ja
MDL-0490,OWRB-05091-LAN-DMO-W66-000002,R1N-HW-R1_Luchtbaltunnel VO,Vervallen,Nee,Obj-05091,Luchtbaltunnel Noord,Ja
MDL-0490,OWRB-05091-LAN-DMO-W66-000002,R1N-HW-R1_Luchtbaltunnel VO,Vervallen,Nee,Obj-05092,"Polder Luchtbal West t.p.v. Groenendaallaan (GDL-PW), polderpeil -3.0 m TAW",Ja
MDL-0490,OWRB-05091-LAN-DMO-W66-000002,R1N-HW-R1_Luchtbaltunnel VO,Vervallen,Nee,Obj-04033,Tunnelconstructie Luchtbal deel R1-Noord,Ja
MDL-0490,OWRB-05091-LAN-DMO-W66-000002,R1N-HW-R1_Luchtbaltunnel VO,Vervallen,Nee,Obj-05094,Vluchtvoorzieningen verdiepte ligging 16_T50 Zijberm MWA1 Luchtbalknoop Noord,Ja
MDL-0490,OWRB-05091-LAN-DMO-W66-000002,R1N-HW-R1_Luchtbaltunnel VO,Vervallen,Nee,Obj-05095,Vluchtvoorzieningen verdiepte ligging 16_T50 Zijberm MWD1 Luchtbalknoop Noord,Ja
MDL-0485,OWRB-01723-LAN-DMO-W66-000001,R1O-HW-OT-Ijzerlaankanaal VO,Nieuw,Ja,Obj-01725,Drijvend groen,Ja
MDL-0484,OWRB-01723-LAN-BMO-W66-000001,R1O-HW-OT-Ijzerlaankanaal VO,Nieuw,Ja,Obj-01723,Aansluiting IJzerlaankanaal op Lobroekdok,Ja
MDL-0479,OWRB-04328-LAN-DMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-04328,Open polder tussen gesloten deel OKA en gesloten deel Schijnpoorttunnel (Noord),Ja
MDL-0479,OWRB-04328-LAN-DMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-05070,scherm 12_T   MWE1 Lobroek polder 6,Ja
MDL-0479,OWRB-04328-LAN-DMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-05071,scherm 12_T   MWF1 Lobroek polder 6,Ja
MDL-0479,OWRB-04328-LAN-DMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-05107,Vluchtvoorzieningen verdiepte ligging 12_T41 Zijberm MWE1 Kanaalkruising,Ja
MDL-0479,OWRB-04328-LAN-DMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-05108,Vluchtvoorzieningen verdiepte ligging 12_T41 Zijberm MWF1 Kanaalkruising,Ja
MDL-0478,OWRB-04328-LAN-BMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-06176,CB-wand Oost Lobroekpolder [vervallen],Nee
MDL-0478,OWRB-04328-LAN-BMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-06173,Compartimenteringsscherm OKA/Verdiepte ligging Lobroek,Ja
MDL-0478,OWRB-04328-LAN-BMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-05911,Diepwand Oost Lobroekpolder,Ja
MDL-0478,OWRB-04328-LAN-BMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-05912,Diepwand West Lobroekpolder,Ja
MDL-0478,OWRB-04328-LAN-BMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-06265,Milieu schermen rondom verdiepte ligging Lobroek,Ja
MDL-0478,OWRB-04328-LAN-BMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-06266,Milieuscherm op tunnelmond OKA - verdiepte ligging Lobroek,Ja
MDL-0478,OWRB-04328-LAN-BMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-05914,Oostelijke grondkerende wand verdiepte ligging Lobroek,Ja
MDL-0478,OWRB-04328-LAN-BMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-04328,Open polder tussen gesloten deel OKA en gesloten deel Schijnpoorttunnel (Noord),Ja
MDL-0478,OWRB-04328-LAN-BMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-05070,scherm 12_T   MWE1 Lobroek polder 6,Ja
MDL-0478,OWRB-04328-LAN-BMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-05071,scherm 12_T   MWF1 Lobroek polder 6,Ja
MDL-0478,OWRB-04328-LAN-BMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-05107,Vluchtvoorzieningen verdiepte ligging 12_T41 Zijberm MWE1 Kanaalkruising,Ja
MDL-0478,OWRB-04328-LAN-BMO-W66-000002,R1O-HW-OT_OKA Zuid open polder VO,Nieuw,Ja,Obj-05108,Vluchtvoorzieningen verdiepte ligging 12_T41 Zijberm MWF1 Kanaalkruising,Ja
MDL-0468,OWRB-03520-LAN-BMO-W59-000001,004-WEG-R1S-GWQ1,Nieuw,Ja,Obj-05960,MWQ1 - Verbindingsweg Tracé R1NO - Tracé A13 t.p.v. knoop Antwerpen Oost,Ja
MDL-0468,OWRB-03520-LAN-BMO-W59-000001,004-WEG-R1S-GWQ1,Nieuw,Ja,Obj-05940,MWQ1 - Verbindingsweg Tracé R1NO - Tracé A13 t.p.v. verdiepte ligging Antwerpen Oost Open,Ja
MDL-0468,OWRB-03520-LAN-BMO-W59-000001,004-WEG-R1S-GWQ1,Nieuw,Ja,Obj-05939,MWQ1 - Verbindingsweg Tracé R1NO - Tracé A13 t.p.v. verdiepte ligging Antwerpen Oost Overdekt,Ja
MDL-0468,OWRB-03520-LAN-BMO-W59-000001,004-WEG-R1S-GWQ1,Nieuw,Ja,Obj-05938,MWQ1 - Verbindingsweg Tracé R1NO - Tracé A13 t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0467,OWRB-03520-LAN-DMO-W59-000001,004-WEG-R1S-GWQ1,Nieuw,Ja,Obj-05960,MWQ1 - Verbindingsweg Tracé R1NO - Tracé A13 t.p.v. knoop Antwerpen Oost,Ja
MDL-0467,OWRB-03520-LAN-DMO-W59-000001,004-WEG-R1S-GWQ1,Nieuw,Ja,Obj-05940,MWQ1 - Verbindingsweg Tracé R1NO - Tracé A13 t.p.v. verdiepte ligging Antwerpen Oost Open,Ja
MDL-0467,OWRB-03520-LAN-DMO-W59-000001,004-WEG-R1S-GWQ1,Nieuw,Ja,Obj-05939,MWQ1 - Verbindingsweg Tracé R1NO - Tracé A13 t.p.v. verdiepte ligging Antwerpen Oost Overdekt,Ja
MDL-0467,OWRB-03520-LAN-DMO-W59-000001,004-WEG-R1S-GWQ1,Nieuw,Ja,Obj-05938,MWQ1 - Verbindingsweg Tracé R1NO - Tracé A13 t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0466,OWRB-03738-LAN-BMO-W59-000001,004-WEG-R1S-GWJ2,Nieuw,Ja,Obj-05944,MWJ2 - Afrit Schijnpoort vanaf Trace A13 t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0465,OWRB-03738-LAN-DMO-W59-000001,004-WEG-R1S-GWJ2,Nieuw,Ja,Obj-05944,MWJ2 - Afrit Schijnpoort vanaf Trace A13 t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0464,OWRB-03737-LAN-BMO-W59-000001,004-WEG-R1S-GWJ1,Nieuw,Ja,Obj-05962,MWJ1 - Afrit Schijnpoort vanaf Trace R1Zuid t.p.v. knoop Antwerp Oost Open,Ja
MDL-0464,OWRB-03737-LAN-BMO-W59-000001,004-WEG-R1S-GWJ1,Nieuw,Ja,Obj-05964,MWJ1 - Afrit Schijnpoort vanaf Trace R1Zuid t.p.v. knoop Antwerp Oost Open 2,Ja
MDL-0464,OWRB-03737-LAN-BMO-W59-000001,004-WEG-R1S-GWJ1,Nieuw,Ja,Obj-05963,MWJ1 - Afrit Schijnpoort vanaf Trace R1Zuid t.p.v. knoop Antwerp Oost Overdekt,Ja
MDL-0464,OWRB-03737-LAN-BMO-W59-000001,004-WEG-R1S-GWJ1,Nieuw,Ja,Obj-05965,MWJ1 - Afrit Schijnpoort vanaf Trace R1Zuid t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0463,OWRB-03737-LAN-DMO-W59-000001,004-WEG-R1S-GWJ1,Nieuw,Ja,Obj-05962,MWJ1 - Afrit Schijnpoort vanaf Trace R1Zuid t.p.v. knoop Antwerp Oost Open,Ja
MDL-0463,OWRB-03737-LAN-DMO-W59-000001,004-WEG-R1S-GWJ1,Nieuw,Ja,Obj-05964,MWJ1 - Afrit Schijnpoort vanaf Trace R1Zuid t.p.v. knoop Antwerp Oost Open 2,Ja
MDL-0463,OWRB-03737-LAN-DMO-W59-000001,004-WEG-R1S-GWJ1,Nieuw,Ja,Obj-05963,MWJ1 - Afrit Schijnpoort vanaf Trace R1Zuid t.p.v. knoop Antwerp Oost Overdekt,Ja
MDL-0463,OWRB-03737-LAN-DMO-W59-000001,004-WEG-R1S-GWJ1,Nieuw,Ja,Obj-05965,MWJ1 - Afrit Schijnpoort vanaf Trace R1Zuid t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0462,OWRB-03736-LAN-BMO-W59-000001,004-WEG-R1S-GWI1,Nieuw,Ja,Obj-06236,MWI1 - Afrit Schijnpoort vanaf tracé R1 Noord Oost t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0461,OWRB-03736-LAN-DMO-W59-000001,004-WEG-R1S-GWI1,Nieuw,Ja,Obj-06236,MWI1 - Afrit Schijnpoort vanaf tracé R1 Noord Oost t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0460,OWRB-03607-LAN-BMO-W66-000001,R1O-HW-BT-Bestaande Premetrokokers KW03,Nieuw,Ja,Obj-05545,Keerlus premetro,Ja
MDL-0460,OWRB-03607-LAN-BMO-W66-000001,R1O-HW-BT-Bestaande Premetrokokers KW03,Nieuw,Ja,Obj-03607,Premetro Schijnpoort,Ja
MDL-0460,OWRB-03607-LAN-BMO-W66-000001,R1O-HW-BT-Bestaande Premetrokokers KW03,Nieuw,Ja,Obj-05834,Premetrokoker 1,Ja
MDL-0460,OWRB-03607-LAN-BMO-W66-000001,R1O-HW-BT-Bestaande Premetrokokers KW03,Nieuw,Ja,Obj-05835,Premetrokoker 2,Ja
MDL-0460,OWRB-03607-LAN-BMO-W66-000001,R1O-HW-BT-Bestaande Premetrokokers KW03,Nieuw,Ja,Obj-05836,Premetrokoker 3,Ja
MDL-0460,OWRB-03607-LAN-BMO-W66-000001,R1O-HW-BT-Bestaande Premetrokokers KW03,Nieuw,Ja,Obj-05837,Premetrokoker 4,Ja
MDL-0460,OWRB-03607-LAN-BMO-W66-000001,R1O-HW-BT-Bestaande Premetrokokers KW03,Nieuw,Ja,Obj-05839,Vertrekschacht pre-metro Noord,Ja
MDL-0460,OWRB-03607-LAN-BMO-W66-000001,R1O-HW-BT-Bestaande Premetrokokers KW03,Nieuw,Ja,Obj-05838,Vertrekschacht pre-metro Zuid,Ja
MDL-0459,OWRB-03607-LAN-DMO-W66-000001,R1O-HW-BT-Bestaande Premetrokokers KW03,Nieuw,Ja,Obj-03607,Premetro Schijnpoort,Ja
MDL-0458,OWRB-04350-LAN-BMO-W66-000001,R1O-HW-BT-Gasontspanstation (ext. KW93),Nieuw,Ja,Obj-04350,L0465W - K&L Gasontspanstation Schijnpoortweg Fluvius (KW93),Ja
MDL-0457,OWRB-04350-LAN-DMO-W66-000001,R1O-HW-BT-Gasontspanstation (ext. KW93),Nieuw,Ja,Obj-04350,L0465W - K&L Gasontspanstation Schijnpoortweg Fluvius (KW93),Ja
MDL-0456,OWRB-02861-LAN-DMO-W66-000001,R1O-HW-BT_Groot Schijn (waterloop) Open dak,Nieuw,Ja,Obj-02861,Groot Schijn noordelijk deel langs sportpaleis naar albertkanaal,Ja
MDL-0455,OWRB-02861-LAN-BMO-W66-000001,R1O-HW-BT_Groot Schijn (waterloop) Open dak,Nieuw,Ja,Obj-02861,Groot Schijn noordelijk deel langs sportpaleis naar albertkanaal,Ja
MDL-0454,OWRB-05226-LAN-DMO-W66-000001,R1O-HW-BT-Kademuur Lobroekdok oost KW28,Nieuw,Ja,Obj-01447,Kademuur Lobroekdok oost,Nee
MDL-0454,OWRB-05226-LAN-DMO-W66-000001,R1O-HW-BT-Kademuur Lobroekdok oost KW28,Nieuw,Ja,Obj-05226,Lobroekdok,Ja
MDL-0454,OWRB-05226-LAN-DMO-W66-000001,R1O-HW-BT-Kademuur Lobroekdok oost KW28,Nieuw,Ja,Obj-02724,Tankstation en ondergrondse tanks,Ja
MDL-0453,OWRB-02869-LAN-DMO-W27-000001,R1O-NT-BT-Leidingenkoker Schijnpoort,Nieuw,Ja,Obj-02869,K0467 - K&L leidingkoker Schijnpoortweg,Ja
MDL-0452,OWRB-02869-LAN-BMO-W27-000001,R1O-NT-BT-Leidingenkoker Schijnpoort,Nieuw,Ja,Obj-02869,K0467 - K&L leidingkoker Schijnpoortweg,Ja
MDL-0451,OWRB-04347-LAN-BMO-W66-000001,R1O-HW-BT-R1_Passerelle Schijnpoortweg,Nieuw,Ja,Obj-04347,VW13 - Fietsbrug en Passarelle  deel stad,Ja
MDL-0450,OWRB-04347-LAN-DMO-W66-000001,R1O-HW-BT-R1_Passerelle Schijnpoortweg,Nieuw,Ja,Obj-04347,VW13 - Fietsbrug en Passarelle  deel stad,Ja
MDL-0449,OWRB-02861-LAN-DMO-W66-000002,R1O-HW-NT_Groot Schijn (waterloop) Open dak VO,Vervallen,Ja,Obj-05063,Afwateringskoker Groot Schijn,Ja
MDL-0448,OWRB-02861-LAN-BMO-W66-000002,R1O-HW-NT_Groot Schijn (waterloop) Open dak VO,Vervallen,Ja,Obj-05063,Afwateringskoker Groot Schijn,Ja
MDL-0447,OWRB-02658-LAN-DMO-W66-000001,R1O-HW-OT-Fietsbrug en paserelle,Nieuw,Ja,Obj-02658,Fietsbrug en passerelle,Ja
MDL-0446,OWRB-04328-LAN-DMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-04328,Open polder tussen gesloten deel OKA en gesloten deel Schijnpoorttunnel (Noord),Ja
MDL-0446,OWRB-04328-LAN-DMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-05070,scherm 12_T   MWE1 Lobroek polder 6,Ja
MDL-0446,OWRB-04328-LAN-DMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-05071,scherm 12_T   MWF1 Lobroek polder 6,Ja
MDL-0446,OWRB-04328-LAN-DMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-05099,Vluchtvoorzieningen verdiepte ligging 13_T40 Zijberm MWE1 lokbroekpolder,Ja
MDL-0446,OWRB-04328-LAN-DMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-05100,Vluchtvoorzieningen verdiepte ligging 13_T40 Zijberm MWF1 lokbroekpolder,Ja
MDL-0445,OWRB-04328-LAN-BMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-06176,CB-wand Oost Lobroekpolder [vervallen],Nee
MDL-0445,OWRB-04328-LAN-BMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-05911,Diepwand Oost Lobroekpolder,Ja
MDL-0445,OWRB-04328-LAN-BMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-05912,Diepwand West Lobroekpolder,Ja
MDL-0445,OWRB-04328-LAN-BMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-05067,Kadeconstructie Albertkanaal zuidzijde dempen toegang Lobroekdok (nieuw),Ja
MDL-0445,OWRB-04328-LAN-BMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-06265,Milieu schermen rondom verdiepte ligging Lobroek,Ja
MDL-0445,OWRB-04328-LAN-BMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-06267,Milieuscherm tunnelmond schijnpoorttunnel noord - verdiepte ligging Lobroek,Ja
MDL-0445,OWRB-04328-LAN-BMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-05914,Oostelijke grondkerende wand verdiepte ligging Lobroek,Ja
MDL-0445,OWRB-04328-LAN-BMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-04328,Open polder tussen gesloten deel OKA en gesloten deel Schijnpoorttunnel (Noord),Ja
MDL-0445,OWRB-04328-LAN-BMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-06174,Polderwand Oostzijde Lobroekpolder,Ja
MDL-0445,OWRB-04328-LAN-BMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-05070,scherm 12_T   MWE1 Lobroek polder 6,Ja
MDL-0445,OWRB-04328-LAN-BMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-05071,scherm 12_T   MWF1 Lobroek polder 6,Ja
MDL-0445,OWRB-04328-LAN-BMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-05099,Vluchtvoorzieningen verdiepte ligging 13_T40 Zijberm MWE1 lokbroekpolder,Ja
MDL-0445,OWRB-04328-LAN-BMO-W66-000003,R1O-HW-OT_Ten Noorden van Schijnpoort VO,Nieuw,Ja,Obj-05100,Vluchtvoorzieningen verdiepte ligging 13_T40 Zijberm MWF1 lokbroekpolder,Ja
MDL-0444,OWRB-03735-LAN-BMO-W59-000001,004-WEG-R1S-GWH2,Nieuw,Ja,Obj-06184,MWH2 - Oprit Schijnpoort richting Trace A13 t.p.v. knoop Antwerpen Oost,Ja
MDL-0444,OWRB-03735-LAN-BMO-W59-000001,004-WEG-R1S-GWH2,Nieuw,Ja,Obj-05934,MWH2 - Oprit Schijnpoort richting Trace A13 t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0443,OWRB-03735-LAN-DMO-W59-000001,004-WEG-R1S-GWH2,Nieuw,Ja,Obj-06184,MWH2 - Oprit Schijnpoort richting Trace A13 t.p.v. knoop Antwerpen Oost,Ja
MDL-0443,OWRB-03735-LAN-DMO-W59-000001,004-WEG-R1S-GWH2,Nieuw,Ja,Obj-05934,MWH2 - Oprit Schijnpoort richting Trace A13 t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0442,OWRB-03734-LAN-BMO-W59-000001,004-WEG-R1S-GWH1,Nieuw,Ja,Obj-05961,MWH1 - Oprit Schijnpoort richting Trace R1Zuid t.p.v. knoop Antwerpen Oost,Ja
MDL-0442,OWRB-03734-LAN-BMO-W59-000001,004-WEG-R1S-GWH1,Nieuw,Ja,Obj-05936,MWH1 - Oprit Schijnpoort richting Trace R1Zuid t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0441,OWRB-03734-LAN-DMO-W59-000001,004-WEG-R1S-GWH1,Nieuw,Ja,Obj-05961,MWH1 - Oprit Schijnpoort richting Trace R1Zuid t.p.v. knoop Antwerpen Oost,Ja
MDL-0441,OWRB-03734-LAN-DMO-W59-000001,004-WEG-R1S-GWH1,Nieuw,Ja,Obj-05936,MWH1 - Oprit Schijnpoort richting Trace R1Zuid t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0440,OWRB-03740-LAN-BMO-W59-000001,004-WEG-R1S-GWG1,Nieuw,Ja,Obj-06235,MWG1 - Oprit Schijnpoort richting Tracé R1 Noord Oost t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0439,OWRB-03740-LAN-DMO-W59-000001,004-WEG-R1S-GWG1,Nieuw,Ja,Obj-06235,MWG1 - Oprit Schijnpoort richting Tracé R1 Noord Oost t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0438,OWRB-02527-LAN-BMO-W59-000003,004-WEG-R1S-GWF1,Nieuw,Ja,Obj-05949,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. knoop Antwerpen Oost,Ja
MDL-0438,OWRB-02527-LAN-BMO-W59-000003,004-WEG-R1S-GWF1,Nieuw,Ja,Obj-05933,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0438,OWRB-02527-LAN-BMO-W59-000003,004-WEG-R1S-GWF1,Nieuw,Ja,Obj-05942,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0438,OWRB-02527-LAN-BMO-W59-000003,004-WEG-R1S-GWF1,Nieuw,Ja,Obj-05959,MWF1 – Verbindingsweg Tracé Zuid - Tracé R1NO t.p.v. knoop Antwerpen Oost,Ja
MDL-0437,OWRB-02527-LAN-DMO-W59-000003,004-WEG-R1S-GWF1,Nieuw,Ja,Obj-05949,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. knoop Antwerpen Oost,Ja
MDL-0437,OWRB-02527-LAN-DMO-W59-000003,004-WEG-R1S-GWF1,Nieuw,Ja,Obj-05933,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. verdiepte ligging Antwerpen Oost,Ja
MDL-0437,OWRB-02527-LAN-DMO-W59-000003,004-WEG-R1S-GWF1,Nieuw,Ja,Obj-05942,MWF1 – HRB Knooppunt Antwerpen Oost - Knooppunt Antwerpen Noord t.p.v. verdiepte ligging Schijnpoort,Ja
MDL-0437,OWRB-02527-LAN-DMO-W59-000003,004-WEG-R1S-GWF1,Nieuw,Ja,Obj-05959,MWF1 – Verbindingsweg Tracé Zuid - Tracé R1NO t.p.v. knoop Antwerpen Oost,Ja
MDL-0436,OWRB-02656-LAN-DMO-W66-000001,R1O-HW-BT-R1_Bestaande brug E313 over R1 (noord) KW122,Nieuw,Ja,Obj-02656,Bestaande brug E313 over R1 richting R1 Zuid,Ja
MDL-0435,OWRB-02656-LAN-BMO-W66-000001,R1O-HW-BT-R1_Bestaande brug E313 over R1 (noord) KW122,Nieuw,Ja,Obj-02656,Bestaande brug E313 over R1 richting R1 Zuid,Ja
MDL-0434,OWRB-04358-LAN-BMO-W66-000001,R1O-HW-R1_Bestaande brug E313 over R1 (zuid) KW124,Nieuw,Ja,Obj-04358,Bestaande brug E313 over R1 (zuid),Ja
MDL-0433,OWRB-04358-LAN-DMO-W66-000001,R1O-HW-R1_Bestaande brug E313 over R1 (zuid) KW124,Nieuw,Ja,Obj-04358,Bestaande brug E313 over R1 (zuid),Ja
MDL-0432,OWRB-04348-LAN-BMO-W66-000001,R1O-HW-BT-_CB Wand RWZI Deurne KW86,Nieuw,Ja,Obj-04348,CB Wand RWZI Deurne,Ja
MDL-0431,OWRB-04348-LAN-DMO-W66-000001,R1O-HW-BT-_CB Wand RWZI Deurne KW86,Nieuw,Ja,Obj-04348,CB Wand RWZI Deurne,Ja
MDL-0430,OWRB-03570-LAN-DMO-W27-000001,R1O-NT-BT-Collector leidingen rondom verbindingsweg,Nieuw,Ja,Obj-03570,Aquafincollectoren Schijnpoort (VW01),Ja
MDL-0429,OWRB-03570-LAN-BMO-W27-000001,R1O-NT-BT-Collector leidingen rondom verbindingsweg,Nieuw,Ja,Obj-06281,Aquafincollector Schijnpoort bestaand,Ja
MDL-0429,OWRB-03570-LAN-BMO-W27-000001,R1O-NT-BT-Collector leidingen rondom verbindingsweg,Nieuw,Ja,Obj-03570,Aquafincollectoren Schijnpoort (VW01),Ja
MDL-0429,OWRB-03570-LAN-BMO-W27-000001,R1O-NT-BT-Collector leidingen rondom verbindingsweg,Nieuw,Ja,Obj-06227,Polderwand west - verdiepte ligging Schijnpoort (deel bestaand op te breken),Ja
MDL-0429,OWRB-03570-LAN-BMO-W27-000001,R1O-NT-BT-Collector leidingen rondom verbindingsweg,Nieuw,Ja,Obj-05883,Pompstation Lobroekdok,Ja
MDL-0428,OWRB-03676-LAN-DMO-W66-000001,R1O-HW-BT-R1-Gebouwen Noordersingel KW149 - See LOG-0072 in ROCO Relatics,Vervallen,Ja,Obj-03676,Noordersingel,Ja
MDL-0427,OWRB-03676-LAN-BMO-W66-000001,R1O-HW-BT-R1-Gebouwen Noordersingel KW149 See LOG-0072 in ROCO Relatics,Vervallen,Ja,Obj-05113,Imobe terrein,Ja
MDL-0426,OWRB-02867-LAN-DMO-W27-000001,R1O-NT-BT-Leidingenkoker 10,Nieuw,Ja,Obj-02867,K0592 - K&L Leidingkoker Turnhoutsebaan (LK 10),Ja
MDL-0425,OWRB-02867-LAN-BMO-W27-000001,R1O-NT-BT-Leidingenkoker 10,Nieuw,Ja,Obj-02867,K0592 - K&L Leidingkoker Turnhoutsebaan (LK 10),Ja
MDL-0424,OWRB-01600-LAN-DMO-W66-000001,R1O-HW-BT-R1_Pompstation Groot Schijn,Nieuw,Ja,Obj-01600,Pompstation Groot Schijn,Ja
MDL-0423,OWRB-01600-LAN-BMO-W66-000001,R1O-HW-BT-R1_Pompstation Groot Schijn,Nieuw,Ja,Obj-01600,Pompstation Groot Schijn,Ja
MDL-0422,OWRB-05213-LAN-DMO-W66-000001,R1O-HW-BT-Slibgistingstank RWZI Deurne,Nieuw,Ja,Obj-05213,Slibgistingstank RWZI Deurne,Ja
MDL-0421,OWRB-01384-LAN-DMO-W66-000001,R1N-HW-BT-R1-Viaduct Turnhoutsebaan KW121,Nieuw,Ja,Obj-01384,Bestaande brug Turnhoutsebaan over R1 ,Ja
MDL-0420,OWRB-01384-LAN-BMO-W66-000001,R1N-HW-BT-R1-Viaduct Turnhoutsebaan KW121,Nieuw,Ja,Obj-01384,Bestaande brug Turnhoutsebaan over R1 ,Ja
MDL-0419,OWRB-06R1O-LAN-DMO-W59-000001,,Nieuw,Ja,Obj-05148,N-WE-FP-37       Fietspad vertrekkend van N-WE-FP-48 aansluitend op jaagpad Albertkanaal,Ja
